"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JWMXNXF7","journalArticle","2023","Kun FangJingtian ZhaoXiufan LiYifei LiRunyao Duan","Quantum NETwork: from theory to practice","Science China Information Sciences","","","10.1007/s11432-023-3773-4","https://link.springer.com/article/10.1007/s11432-023-3773-4","","2023","2026-07-02 19:59:11","2026-07-10 00:59:13","","","","","","","Science China Information Sciences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URDAM897","journalArticle","2024","Sieglinde M. -L. PfaendlerKonstantin KonsonFranziska Greinert","Advancements in Quantum Computing—Viewpoint: Building Adoption and Competency in Industry","Datenbank-Spektrum","","","10.1007/s13222-024-00467-4","https://link.springer.com/article/10.1007/s13222-024-00467-4","","2024","2026-07-02 19:59:11","2026-07-10 01:01:55","","","","","","","Datenbank-Spektrum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2VGDN9WS","journalArticle","2025","Laura PiispanenMarcel PfaffhauserJames WoottonJulian TogeliusAnnakaisa Kultima","Defining quantum games","EPJ Quantum Technology","","","10.1140/epjqt/s40507-025-00308-7","https://link.springer.com/article/10.1140/epjqt/s40507-025-00308-7","","2025","2026-07-02 19:59:11","2026-07-10 00:59:17","","","","","","","EPJ Quantum Technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35GQBLAQ","bookSection","2026","Theodoros TrochatosChuanqi XuSanjay DeshpandeYao LuYongshan DingJakub Szefer","Trusted Execution Environments for Quantum Computers","Design Automation for Quantum Computing","","","10.1007/978-3-032-09303-5_13","https://link.springer.com/chapter/10.1007/978-3-032-09303-5_13","","2026","2026-07-02 19:59:11","2026-07-10 01:02:24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8CNTUEUR","bookSection","2024","Lingala ThirupathiThejoramnaresh Reddy BoyaSaritha GattojuEttireddy Sriha Reddy","Quantum Computing and AI: Synergizing for Sustainable Disaster Management in Industry 6.0","The Rise of Quantum Computing in Industry 6.0 Towards Sustainability","","","10.1007/978-3-031-73350-5_3","https://link.springer.com/chapter/10.1007/978-3-031-73350-5_3","","2024","2026-07-02 19:59:11","2026-07-10 00:59:18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U3CJD22V","conferencePaper","2024","Sardar M. N. IslamPrem KingerNeda FatimaAnish Kumar","Quantum Machine Learning: Bridging Classical and Quantum Frontiers","","","","10.1007/978-981-97-7831-7_21","https://link.springer.com/chapter/10.1007/978-981-97-7831-7_21","","2024","2026-07-02 19:59:11","2026-07-10 01:01:47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of 4th International Conference on ICT for Digital, Smart, and Sustainable Development","","","","","","","","","","","","","","",""
"TQF8BWBD","journalArticle","2025","Chanaprom CholsukAslí ÇakanVolker DeckertSujin SuwannaTobias Vogl","Raman signatures of single point defects in hexagonal boron nitride quantum emitters","npj Computational Materials","","","10.1038/s41524-025-01921-x","https://link.springer.com/article/10.1038/s41524-025-01921-x","","2025","2026-07-02 19:59:11","2026-07-10 00:57:30","","","","","","","npj Computational Materials","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7B3X3WXC","bookSection","2022","Filip Wojcieszyn","Getting Started with QDK and Q#","Introduction to Quantum Computing with Q# and QDK","","","10.1007/978-3-030-99379-5_3","https://link.springer.com/chapter/10.1007/978-3-030-99379-5_3","","2022","2026-07-02 19:59:11","2026-07-10 00:58:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LFRI4HMQ","conferencePaper","2024","Vlad StirbuMajid Haghparast","Quantum Algorithm Cards: Streamlining the Development of Hybrid Classical-Quantum Applications","","","","10.1007/978-3-031-49269-3_13","https://link.springer.com/chapter/10.1007/978-3-031-49269-3_13","","2024","2026-07-02 19:59:11","2026-07-10 01:02:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Product-Focused Software Process Improvement","","","","","","","","","","","","","","",""
"JD39E2TW","conferencePaper","2024","Silvina Caino-LoresDaniel ClaudinoEugene DumitrescuTravis S. HumbleSonia Lopez AlarconElaine Wong","Rethinking Programming Paradigms in the QC-HPC Context","","","","10.1007/978-3-031-61763-8_8","https://link.springer.com/chapter/10.1007/978-3-031-61763-8_8","","2024","2026-07-02 19:59:11","2026-07-10 01:01:55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Asynchronous Many-Task Systems and Applications","","","","","","","","","","","","","","",""
"3DU2NKUV","conferencePaper","2026","Movahhed SadeghiSoheil KhadirsharbiyaniMahmut Taylan Kandemir","Quantum Circuit Resizing via Serial Execution","","","","10.1007/978-3-032-02436-7_10","https://link.springer.com/chapter/10.1007/978-3-032-02436-7_10","","2026","2026-07-02 19:59:11","2026-07-10 01:00:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Languages and Compilers for Parallel Computing","","","","","","","","","","","","","","",""
"7TL6WVS9","journalArticle","2026","Konrad WojciechowskiKrzysztof KurowskiMateusz SlyszTomasz Pecyna","Open QBench: A benchmarking framework for evaluating quantum computing platforms","Quantum Information Processing","","","10.1007/s11128-026-05115-2","https://link.springer.com/article/10.1007/s11128-026-05115-2","","2026","2026-07-02 19:59:11","2026-07-10 00:59:10","","","","","","","Quantum Information Processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45Y4SFKZ","bookSection","2025","Guadalupe Isaura Trujillo-TzanahuaJezreel Mejía","Trends in Software Engineering: A Bibliometric Study","New Challenges in Software Engineering","","","10.1007/978-3-031-90310-6_1","https://link.springer.com/chapter/10.1007/978-3-031-90310-6_1","","2025","2026-07-02 19:59:11","2026-07-10 00:58:22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZWANJFC6","journalArticle","2025","Ruchika MalhotraBhawna JainMarouane Kessentini","QNet: exploring deep learning for quantum code smell detection","Software Quality Journal","","","10.1007/s11219-025-09724-5","https://link.springer.com/article/10.1007/s11219-025-09724-5","","2025","2026-07-02 19:59:11","2026-07-10 01:01:27","","","","","","","Software Quality Journal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WKL4UFQW","conferencePaper","2021","Xinyi WangPaolo ArcainiTao YueShaukat Ali","Generating Failing Test Suites for Quantum Programs With Search","","","","10.1007/978-3-030-88106-1_2","https://link.springer.com/chapter/10.1007/978-3-030-88106-1_2","","2021","2026-07-02 19:59:11","2026-07-10 01:03:22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Search-Based Software Engineering","","","","","","","","","","","","","","",""
"N45SFX4F","bookSection","2025","Vijayarangan Natarajan","Quantum Information Processing","Quantum Artificial Intelligence","","","10.1007/978-981-96-5051-4_1","https://link.springer.com/chapter/10.1007/978-981-96-5051-4_1","","2025","2026-07-02 19:59:11","2026-07-10 01:02:35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQR4AHSM","conferencePaper","2026","Elija Perrier","Quantum AIXI: Universal Intelligence via Quantum Information","","","","10.1007/978-3-032-00800-8_6","https://link.springer.com/chapter/10.1007/978-3-032-00800-8_6","","2026","2026-07-02 19:59:11","2026-07-10 00:57:48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Artificial General Intelligence","","","","","","","","","","","","","","",""
"2MRE85VJ","bookSection","2025","Krishna GuptaPatnam JahnaviAbhishek HazraAnnushree Bablani","Quantum Machine Learning for Industry 5.0","Industry 5.0","","","10.1007/978-3-031-87837-4_7","https://link.springer.com/chapter/10.1007/978-3-031-87837-4_7","","2025","2026-07-02 19:59:11","2026-07-10 00:59:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4GSMPVZQ","conferencePaper","2026","Javier LazaroJuan-Ignacio VazquezPablo García Bringas","SimplyQRL: A Modular Benchmarking Library for Hybrid Quantum Reinforcement Learning","","","","10.1007/978-3-032-08462-0_19","https://link.springer.com/chapter/10.1007/978-3-032-08462-0_19","","2026","2026-07-02 19:59:11","2026-07-10 00:58:49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hybrid Artificial Intelligent Systems","","","","","","","","","","","","","","",""
"LYPT4J5W","journalArticle","2023","Alireza Zirak","XIRAC-Q: a near-real-time quantum operating system scheduling structure based on Shannon information theorem","Quantum Information Processing","","","10.1007/s11128-023-04155-2","https://link.springer.com/article/10.1007/s11128-023-04155-2","","2023","2026-07-02 19:59:11","2026-07-10 00:57:15","","","","","","","Quantum Information Processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NYFNNWV8","journalArticle","2024","Alberto Boretti","Technical, economic, and societal risks in the progress of artificial intelligence driven quantum technologies","Discover Artificial Intelligence","","","10.1007/s44163-024-00171-y","https://link.springer.com/article/10.1007/s44163-024-00171-y","","2024","2026-07-02 19:59:11","2026-07-10 00:57:12","","","","","","","Discover Artificial Intelligence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8JL4G5NQ","conferencePaper","2023","Jaime Alvarado-ValienteJavier Romero-ÁlvarezEnrique MoguelJosé García-Alonso","Quantum Web Services Orchestration and Management Using DevOps Techniques","","","","10.1007/978-3-031-34444-2_33","https://link.springer.com/chapter/10.1007/978-3-031-34444-2_33","","2023","2026-07-02 19:59:11","2026-07-10 00:58:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Web Engineering","","","","","","","","","","","","","","",""
"J2LZA225","journalArticle","2024","Lixue ChengYu-Qin ChenShi-Xin ZhangShengyu Zhang","Quantum approximate optimization via learning-based adaptive optimization","Communications Physics","","","10.1038/s42005-024-01577-x","https://link.springer.com/article/10.1038/s42005-024-01577-x","","2024","2026-07-02 19:59:11","2026-07-10 00:59:19","","","","","","","Communications Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JYL7GFSU","conferencePaper","2021","Scott AaronsonJiahui LiuQipeng LiuMark ZhandryRuizhe Zhang","New Approaches for Quantum Copy-Protection","","","","10.1007/978-3-030-84242-0_19","https://link.springer.com/chapter/10.1007/978-3-030-84242-0_19","","2021","2026-07-02 19:59:11","2026-07-10 01:01:48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Advances in Cryptology – CRYPTO 2021","","","","","","","","","","","","","","",""
"6LBKTDXL","conferencePaper","2026","Chitran PokhrelBabu R. Dawadi","Photonic Quantum Router-Repeater Architecture-Based Network Design for Urban Environments","","","","10.1007/978-981-96-9191-3_38","https://link.springer.com/chapter/10.1007/978-981-96-9191-3_38","","2026","2026-07-02 19:59:11","2026-07-10 00:57:32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICT for Intelligent Systems","","","","","","","","","","","","","","",""
"WZEBKBX8","journalArticle","2025","Hamid MoradiSeyed Ahmad ShayanniaAmir Gholam AbriMehdi Amirmiandaragh","A new design of an IoT-based industrial data management for smart manufacturing based on quantum circuits","Cluster Computing","","","10.1007/s10586-025-05387-w","https://link.springer.com/article/10.1007/s10586-025-05387-w","","2025","2026-07-02 19:59:11","2026-07-10 00:58:26","","","","","","","Cluster Computing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PW594UEA","journalArticle","2025","Ali A. AlaniAdil Al-Azzawi","Optimizing web page retrieval performance with advanced query expansion: leveraging ChatGPT and metadata-driven analysis","The Journal of Supercomputing","","","10.1007/s11227-025-07008-0","https://link.springer.com/article/10.1007/s11227-025-07008-0","","2025","2026-07-02 19:59:11","2026-07-10 00:57:15","","","","","","","The Journal of Supercomputing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3FUAUPGR","conferencePaper","2023","Manik Ratna ShahJay SarrafPrasant Kumar PattnaikAnjan Bandyopadhyay","Quantum-Inspired Neural Network on Handwriting Datasets","","","","10.1007/978-981-19-9483-8_25","https://link.springer.com/chapter/10.1007/978-981-19-9483-8_25","","2023","2026-07-02 19:59:11","2026-07-10 01:00:31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the Fourth International Conference on Trends in Computational and Cognitive Engineering","","","","","","","","","","","","","","",""
"3YAZ85XR","conferencePaper","2024","Hermann FürntrattPaul SchnablFlorian KrebsRoland UnterbergerHerwig Zeiner","Towards Higher Abstraction Levels in Quantum Computing","","","","10.1007/978-981-97-0989-2_13","https://link.springer.com/chapter/10.1007/978-981-97-0989-2_13","","2024","2026-07-02 19:59:11","2026-07-10 00:58:30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Service-Oriented Computing – ICSOC 2023 Workshops","","","","","","","","","","","","","","",""
"7P5ZEAG3","bookSection","2026","Peter Alexander Earls DavisMateo AboyTimo Minssen","Regulatory Challenges and Opportunities of Export Controls on Quantum Computing","Quantum Technology Governance I","","","10.1007/978-981-95-8371-3_6","https://link.springer.com/chapter/10.1007/978-981-95-8371-3_6","","2026","2026-07-02 19:59:11","2026-07-10 01:01:06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JSH97YWH","journalArticle","2025","Elizabeth Gibney","Quantum computing ‘KPIs’ could distinguish true breakthroughs from spurious claims","Nature","","","10.1038/d41586-025-04063-8","https://www.nature.com/articles/d41586-025-04063-8","","2025","2026-07-02 19:59:11","2026-07-10 00:57:56","","","","","","","Nature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZI4E468X","bookSection","2025","Chander VeluKeith NormanYuzhen ZhuFathiro Hutama Reksa PutraChristopher Noble","Quantum Computers and Computing a Better World","The Business of Quantum Technologies","","","10.1007/978-3-031-99808-9_2","https://link.springer.com/chapter/10.1007/978-3-031-99808-9_2","","2025","2026-07-02 19:59:11","2026-07-10 00:57:31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47EVCSAZ","conferencePaper","2022","Nengkun Yu","Towards Efficient Reasoning of Quantum Programs","","","","10.1007/978-3-031-22308-2_2","https://link.springer.com/chapter/10.1007/978-3-031-22308-2_2","","2022","2026-07-02 19:59:11","2026-07-10 01:00:55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Static Analysis","","","","","","","","","","","","","","",""
"6M5SQD36","conferencePaper","2026","V. KakulapatiK. Manoj ReddyT. Surya TejaD. Hari Chandan","Quantum-CNN Synergy: Redefining Early Prediction of Pancreatic Cancer","","","","10.1007/978-3-032-18346-0_9","https://link.springer.com/chapter/10.1007/978-3-032-18346-0_9","","2026","2026-07-02 19:59:11","2026-07-10 01:02:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Intelligent Computing and Communication","","","","","","","","","","","","","","",""
"DCEAAMUI","journalArticle","2025","Marianne Guenot","Can quantum computing crack the biggest challenges in health?","Nature Medicine","","","10.1038/s41591-024-03369-w","https://link.springer.com/article/10.1038/s41591-024-03369-w","","2025","2026-07-02 19:59:11","2026-07-10 01:00:33","","","","","","","Nature Medicine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQ3MLVE4","journalArticle","2026","Jiawen LiDongdong LiZiyang WangHe SunHongzhen ChenTianxiang CuiYujian Ye","StateQ: A novel framework for intuitive and accessible quantum programming","Quantum Machine Intelligence","","","10.1007/s42484-026-00403-7","https://link.springer.com/article/10.1007/s42484-026-00403-7","","2026","2026-07-02 19:59:11","2026-07-10 00:58:55","","","","","","","Quantum Machine Intelligence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3GGCENDQ","journalArticle","2026","T. S. GururajaPadmapriya Pravinkumar","Quantum secure image encryption using hybrid QTRNG and QPRNG","Scientific Reports","","","10.1038/s41598-026-35111-6","https://link.springer.com/article/10.1038/s41598-026-35111-6","","2026","2026-07-02 19:59:11","2026-07-10 01:02:11","","","","","","","Scientific Reports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FZDN3EGB","conferencePaper","2026","Meghanshu VermaKrishna AroraPiyush KumarKrishiv TrivediJyoti YadavSumit Kumar Pandey","Quantum Convolutional Neural Networks with Residual Learning: Advancing Quantum Model Architectures","","","","10.1007/978-3-032-08511-5_33","https://link.springer.com/chapter/10.1007/978-3-032-08511-5_33","","2026","2026-07-02 19:59:11","2026-07-10 01:00:38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Computer Vision, Pattern Recognition, Image Processing, and Graphics","","","","","","","","","","","","","","",""
"G4ULQLBT","conferencePaper","2025","Jun Inoue","Quantum Programming Without the Quantum Physics","","","","10.1007/978-981-97-8943-6_8","https://link.springer.com/chapter/10.1007/978-981-97-8943-6_8","","2025","2026-07-02 19:59:11","2026-07-10 00:59:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Programming Languages and Systems","","","","","","","","","","","","","","",""
"L3SB7NEY","journalArticle","2025","Y. M. ZhaoJ. Y. ZhangP. K. LiawT. Yang","Machine Learning-Based Computational Design Methods for High-Entropy Alloys","High Entropy Alloys & Materials","","","10.1007/s44210-025-00055-5","https://link.springer.com/article/10.1007/s44210-025-00055-5","","2025","2026-07-02 19:59:11","2026-07-10 01:02:53","","","","","","","High Entropy Alloys & Materials","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2CKRQWTX","journalArticle","2024","Tian YangWeilong WangBo ZhaoLixin WangXiaodong DingChen LiangZheng Shan","A processor architecture design method for improving reusability of special-purpose superconducting quantum processor","Quantum Information Processing","","","10.1007/s11128-024-04425-7","https://link.springer.com/article/10.1007/s11128-024-04425-7","","2024","2026-07-02 19:59:11","2026-07-10 01:02:25","","","","","","","Quantum Information Processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X82LDXRI","journalArticle","2024","Unai AseguinolazaNahual SobrinoGabriel SobrinoJoaquim Jornet-SomozaJuan Borge","Error estimation in current noisy quantum computers","Quantum Information Processing","","","10.1007/s11128-024-04384-z","https://link.springer.com/article/10.1007/s11128-024-04384-z","","2024","2026-07-02 19:59:11","2026-07-10 01:02:29","","","","","","","Quantum Information Processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LBM7IAUY","bookSection","2026","Yuvalakshmi LogesanShrikaant KulkarniM. DivyaR. NishaP. Saranraj","Picotechnology in Computing and Communication","A Journey from Nanotechnology to Picotechnology","","","10.1007/978-3-032-07228-3_11","https://link.springer.com/chapter/10.1007/978-3-032-07228-3_11","","2026","2026-07-02 19:59:11","2026-07-10 01:03:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J2P5TEWS","conferencePaper","2026","Pooja VaikarAmol Potgantwar","A Detailed Survey and Analysis of Recent Advancements in Quantum Compiler Optimization Techniques","","","","10.1007/978-981-96-8043-6_52","https://link.springer.com/chapter/10.1007/978-981-96-8043-6_52","","2026","2026-07-02 19:59:11","2026-07-10 01:01:08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of Sixth Doctoral Symposium on Computational Intelligence","","","","","","","","","","","","","","",""
"5XE3T4ZL","journalArticle","2025","Hila SafiMedina BandicChristoph NiedermeierCarmen G. AlmudeverSebastian FeldWolfgang Mauerer","Stacking the odds: full-stack quantum system design space exploration","EPJ Quantum Technology","","","10.1140/epjqt/s40507-025-00413-7","https://link.springer.com/article/10.1140/epjqt/s40507-025-00413-7","","2025","2026-07-02 19:59:11","2026-07-10 00:58:30","","","","","","","EPJ Quantum Technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMLF4IP7","bookSection","2023","Dhairyya AgarwalShalini DSrinjoy Ganguly","Challenges and Risks in Productizing Quantum Computing","Productizing Quantum Computing","","","10.1007/978-1-4842-9985-2_9","https://link.springer.com/chapter/10.1007/978-1-4842-9985-2_9","","2023","2026-07-02 19:59:11","2026-07-10 00:57:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2CU392U","journalArticle","2025","Q. Y. ShangJ. H. ZuD. LiuY. GaoW. F. LuoM. LiuH. D. WangY. BaiY. Wang","Finite Element Simulation of Dynamic Crack Growth of Plasma-Sprayed Thermal Barrier Coatings under Thermal Cycling Condition","Journal of Materials Engineering and Performance","","","10.1007/s11665-025-11417-w","https://link.springer.com/article/10.1007/s11665-025-11417-w","","2025","2026-07-02 19:59:11","2026-07-10 01:01:13","","","","","","","Journal of Materials Engineering and Performance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EHBC67ZZ","journalArticle","2025","Coral CaleroMacario PoloElena DesdentadoMª Ángeles Moraga","Consider the energy consumption of your quantum circuits","Nature Reviews Physics","","","10.1038/s42254-025-00846-0","https://link.springer.com/article/10.1038/s42254-025-00846-0","","2025","2026-07-02 19:59:11","2026-07-10 00:57:35","","","","","","","Nature Reviews Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X2GHLMNS","bookSection","2024","Viduranga Shenal Landers","Quantum Technologies for Space and Aerial Vehicles","Space Governance","","","10.1007/978-3-031-62228-1_4","https://link.springer.com/chapter/10.1007/978-3-031-62228-1_4","","2024","2026-07-02 19:59:11","2026-07-10 01:02:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TVQMBHK","conferencePaper","2025","Nicola AssoliniAlessandra Di PierroIsabella Mastroeni","A Static Analysis of Entanglement","","","","10.1007/978-3-031-82703-7_3","https://link.springer.com/chapter/10.1007/978-3-031-82703-7_3","","2025","2026-07-02 19:59:11","2026-07-10 01:00:55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Verification, Model Checking, and Abstract Interpretation","","","","","","","","","","","","","","",""
"Q6PURE8T","bookSection","2025","Sucheta PandaSushree Bibhuprada B. Priyadarshini","Security, Privacy, and Trust in Quantum Edge-Driven Intelligence: Challenges and Solutions","Advances in Quantum Inspired Artificial Intelligence","","","10.1007/978-3-031-89905-8_7","https://link.springer.com/chapter/10.1007/978-3-031-89905-8_7","","2025","2026-07-02 19:59:11","2026-07-10 01:01:58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J266QNUY","journalArticle","2026","Da LinChunli YangShengyuan XuShizhu TianBing Sun","On the construction of quantum circuits for S-boxes with different criteria based on the SAT solver","Quantum Information Processing","","","10.1007/s11128-025-05049-1","https://link.springer.com/article/10.1007/s11128-025-05049-1","","2026","2026-07-02 19:59:11","2026-07-10 00:57:39","","","","","","","Quantum Information Processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UYMJZNIF","conferencePaper","2024","Seongjun KwonKyunghwa HwangOhbyung Kwon","Exploring the Factors Influencing a Firm’s Intent to Adopt Quantum Computing Resources","","","","10.1007/978-981-99-8111-3_17","https://link.springer.com/chapter/10.1007/978-981-99-8111-3_17","","2024","2026-07-02 19:59:11","2026-07-10 01:01:49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Intelligent Sustainable Systems","","","","","","","","","","","","","","",""
"NPINKLF3","conferencePaper","2023","Jaime Alvarado-ValienteJavier Romero-ÁlvarezEnrique MoguelJosé García-AlonsoJuan M. Murillo","Towards a Classical-Quantum Platform for Pharmacogenetic Simulations","","","","10.1007/978-3-031-29067-1_20","https://link.springer.com/chapter/10.1007/978-3-031-29067-1_20","","2023","2026-07-02 19:59:11","2026-07-10 00:58:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Gerontechnology V","","","","","","","","","","","","","","",""
